id,year,month,element,day,temperature
MX17004,2010,8,tmin,6,
MX17004,2010,10,tmax,6,
MX17004,2010,10,tmin,6,
MX17004,2010,11,tmax,6,
MX17004,2010,11,tmin,6,
MX17004,2010,12,tmax,6,27.8
MX17004,2010,12,tmin,6,10.5
MX17004,2010,1,tmax,7,
MX17004,2010,1,tmin,7,
MX17004,2010,2,tmax,7,
MX17004,2010,2,tmin,7,
MX17004,2010,3,tmax,7,
MX17004,2010,3,tmin,7,
MX17004,2010,4,tmax,7,
MX17004,2010,4,tmin,7,
MX17004,2010,5,tmax,7,
MX17004,2010,5,tmin,7,
MX17004,2010,6,tmax,7,
MX17004,2010,6,tmin,7,
MX17004,2010,7,tmax,7,
MX17004,2010,7,tmin,7,
MX17004,2010,8,tmax,7,
MX17004,2010,8,tmin,7,
MX17004,2010,10,tmax,7,28.1
MX17004,2010,10,tmin,7,12.9
MX17004,2010,11,tmax,7,
MX17004,2010,11,tmin,7,
MX17004,2010,12,tmax,7,
MX17004,2010,12,tmin,7,
MX17004,2010,1,tmax,8,
MX17004,2010,1,tmin,8,
MX17004,2010,2,tmax,8,
MX17004,2010,2,tmin,8,
MX17004,2010,3,tmax,8,
MX17004,2010,3,tmin,8,
MX17004,2010,4,tmax,8,
MX17004,2010,4,tmin,8,
MX17004,2010,5,tmax,8,
MX17004,2010,5,tmin,8,
MX17004,2010,6,tmax,8,
MX17004,2010,6,tmin,8,
MX17004,2010,7,tmax,8,
MX17004,2010,7,tmin,8,
MX17004,2010,8,tmax,8,29.0
MX17004,2010,8,tmin,8,17.3
MX17004,2010,10,tmax,8,
MX17004,2010,10,tmin,8,
MX17004,2010,11,tmax,8,
MX17004,2010,11,tmin,8,
MX17004,2010,12,tmax,8,
MX17004,2010,12,tmin,8,
MX17004,2010,1,tmax,9,
MX17004,2010,1,tmin,9,
MX17004,2010,2,tmax,9,
MX17004,2010,2,tmin,9,
MX17004,2010,3,tmax,9,
MX17004,2010,3,tmin,9,
MX17004,2010,4,tmax,9,
MX17004,2010,4,tmin,9,
MX17004,2010,5,tmax,9,
MX17004,2010,5,tmin,9,
MX17004,2010,6,tmax,9,
MX17004,2010,6,tmin,9,
MX17004,2010,7,tmax,9,
MX17004,2010,7,tmin,9,
MX17004,2010,8,tmax,9,
MX17004,2010,8,tmin,9,
MX17004,2010,10,tmax,9,
MX17004,2010,10,tmin,9,
MX17004,2010,11,tmax,9,
MX17004,2010,11,tmin,9,
MX17004,2010,12,tmax,9,
MX17004,2010,12,tmin,9,
MX17004,2010,1,tmax,10,
MX17004,2010,1,tmin,10,
MX17004,2010,2,tmax,10,
MX17004,2010,2,tmin,10,
MX17004,2010,3,tmax,10,34.5
MX17004,2010,3,tmin,10,16.8
MX17004,2010,4,tmax,10,
MX17004,2010,4,tmin,10,
MX17004,2010,5,tmax,10,
MX17004,2010,5,tmin,10,
MX17004,2010,6,tmax,10,
MX17004,2010,6,tmin,10,
MX17004,2010,7,tmax,10,
MX17004,2010,7,tmin,10,
MX17004,2010,8,tmax,10,
MX17004,2010,8,tmin,10,
MX17004,2010,10,tmax,10,
MX17004,2010,10,tmin,10,
MX17004,2010,11,tmax,10,
MX17004,2010,11,tmin,10,
MX17004,2010,12,tmax,10,
MX17004,2010,12,tmin,10,
MX17004,2010,1,tmax,11,
MX17004,2010,1,tmin,11,
MX17004,2010,2,tmax,11,29.7
MX17004,2010,2,tmin,11,13.4
MX17004,2010,3,tmax,11,
MX17004,2010,3,tmin,11,
MX17004,2010,4,tmax,11,
MX17004,2010,4,tmin,11,
MX17004,2010,5,tmax,11,
MX17004,2010,5,tmin,11,
MX17004,2010,6,tmax,11,
MX17004,2010,6,tmin,11,
MX17004,2010,7,tmax,11,
MX17004,2010,7,tmin,11,
MX17004,2010,8,tmax,11,
MX17004,2010,8,tmin,11,
MX17004,2010,10,tmax,11,
MX17004,2010,10,tmin,11,
MX17004,2010,11,tmax,11,
MX17004,2010,11,tmin,11,
MX17004,2010,12,tmax,11,
MX17004,2010,12,tmin,11,
MX17004,2010,1,tmax,12,
MX17004,2010,1,tmin,12,
MX17004,2010,2,tmax,12,
MX17004,2010,2,tmin,12,
MX17004,2010,3,tmax,12,
MX17004,2010,3,tmin,12,
MX17004,2010,4,tmax,12,
MX17004,2010,4,tmin,12,
MX17004,2010,5,tmax,12,
MX17004,2010,5,tmin,12,
MX17004,2010,6,tmax,12,
MX17004,2010,6,tmin,12,
MX17004,2010,7,tmax,12,
MX17004,2010,7,tmin,12,
MX17004,2010,8,tmax,12,
MX17004,2010,8,tmin,12,
MX17004,2010,10,tmax,12,
MX17004,2010,10,tmin,12,
MX17004,2010,11,tmax,12,
MX17004,2010,11,tmin,12,
MX17004,2010,12,tmax,12,
MX17004,2010,12,tmin,12,
MX17004,2010,1,tmax,13,
MX17004,2010,1,tmin,13,
MX17004,2010,2,tmax,13,
MX17004,2010,2,tmin,13,
MX17004,2010,3,tmax,13,
MX17004,2010,3,tmin,13,
MX17004,2010,4,tmax,13,
MX17004,2010,4,tmin,13,
MX17004,2010,5,tmax,13,
MX17004,2010,5,tmin,13,
MX17004,2010,6,tmax,13,
MX17004,2010,6,tmin,13,
MX17004,2010,7,tmax,13,
MX17004,2010,7,tmin,13,
MX17004,2010,8,tmax,13,29.8
MX17004,2010,8,tmin,13,16.5
MX17004,2010,10,tmax,13,
MX17004,2010,10,tmin,13,
MX17004,2010,11,tmax,13,
MX17004,2010,11,tmin,13,
MX17004,2010,12,tmax,13,
MX17004,2010,12,tmin,13,
MX17004,2010,1,tmax,14,
MX17004,2010,1,tmin,14,
MX17004,2010,2,tmax,14,
MX17004,2010,2,tmin,14,
MX17004,2010,3,tmax,14,
MX17004,2010,3,tmin,14,
MX17004,2010,4,tmax,14,
MX17004,2010,4,tmin,14,
MX17004,2010,5,tmax,14,
MX17004,2010,5,tmin,14,
MX17004,2010,6,tmax,14,
MX17004,2010,6,tmin,14,
MX17004,2010,7,tmax,14,29.9
MX17004,2010,7,tmin,14,16.5
MX17004,2010,8,tmax,14,
MX17004,2010,8,tmin,14,
MX17004,2010,10,tmax,14,29.5
MX17004,2010,10,tmin,14,13.0
MX17004,2010,11,tmax,14,
MX17004,2010,11,tmin,14,
MX17004,2010,12,tmax,14,
MX17004,2010,12,tmin,14,
MX17004,2010,1,tmax,15,
MX17004,2010,1,tmin,15,
MX17004,2010,2,tmax,15,
MX17004,2010,2,tmin,15,
MX17004,2010,3,tmax,15,
MX17004,2010,3,tmin,15,
MX17004,2010,4,tmax,15,
MX17004,2010,4,tmin,15,
MX17004,2010,5,tmax,15,
MX17004,2010,5,tmin,15,
MX17004,2010,6,tmax,15,
MX17004,2010,6,tmin,15,
MX17004,2010,7,tmax,15,
MX17004,2010,7,tmin,15,
MX17004,2010,8,tmax,15,
MX17004,2010,8,tmin,15,
MX17004,2010,10,tmax,15,28.7
MX17004,2010,10,tmin,15,10.5
MX17004,2010,11,tmax,15,
MX17004,2010,11,tmin,15,
MX17004,2010,12,tmax,15,
MX17004,2010,12,tmin,15,
MX17004,2010,1,tmax,16,
MX17004,2010,1,tmin,16,
MX17004,2010,2,tmax,16,
MX17004,2010,2,tmin,16,
MX17004,2010,3,tmax,16,31.1
MX17004,2010,3,tmin,16,17.6
MX17004,2010,4,tmax,16,
MX17004,2010,4,tmin,16,
MX17004,2010,5,tmax,16,
MX17004,2010,5,tmin,16,
MX17004,2010,6,tmax,16,
MX17004,2010,6,tmin,16,
MX17004,2010,7,tmax,16,
MX17004,2010,7,tmin,16,
MX17004,2010,8,tmax,16,
MX17004,2010,8,tmin,16,
MX17004,2010,10,tmax,16,
MX17004,2010,10,tmin,16,
MX17004,2010,11,tmax,16,
MX17004,2010,11,tmin,16,
MX17004,2010,12,tmax,16,
MX17004,2010,12,tmin,16,
MX17004,2010,1,tmax,17,
MX17004,2010,1,tmin,17,
MX17004,2010,2,tmax,17,
MX17004,2010,2,tmin,17,
MX17004,2010,3,tmax,17,
MX17004,2010,3,tmin,17,
MX17004,2010,4,tmax,17,
MX17004,2010,4,tmin,17,
MX17004,2010,5,tmax,17,
MX17004,2010,5,tmin,17,
MX17004,2010,6,tmax,17,28.0
MX17004,2010,6,tmin,17,17.5
MX17004,2010,7,tmax,17,
MX17004,2010,7,tmin,17,
MX17004,2010,8,tmax,17,
MX17004,2010,8,tmin,17,
MX17004,2010,10,tmax,17,
MX17004,2010,10,tmin,17,
MX17004,2010,11,tmax,17,
MX17004,2010,11,tmin,17,
MX17004,2010,12,tmax,17,
MX17004,2010,12,tmin,17,
MX17004,2010,1,tmax,18,
MX17004,2010,1,tmin,18,
MX17004,2010,2,tmax,18,
MX17004,2010,2,tmin,18,
MX17004,2010,3,tmax,18,
MX17004,2010,3,tmin,18,
MX17004,2010,4,tmax,18,
MX17004,2010,4,tmin,18,
MX17004,2010,5,tmax,18,
MX17004,2010,5,tmin,18,
MX17004,2010,6,tmax,18,
MX17004,2010,6,tmin,18,
MX17004,2010,7,tmax,18,
MX17004,2010,7,tmin,18,
MX17004,2010,8,tmax,18,
MX17004,2010,8,tmin,18,
MX17004,2010,10,tmax,18,
MX17004,2010,10,tmin,18,
MX17004,2010,11,tmax,18,
MX17004,2010,11,tmin,18,
MX17004,2010,12,tmax,18,
MX17004,2010,12,tmin,18,
MX17004,2010,1,tmax,19,
MX17004,2010,1,tmin,19,
MX17004,2010,2,tmax,19,
MX17004,2010,2,tmin,19,
MX17004,2010,3,tmax,19,
MX17004,2010,3,tmin,19,
MX17004,2010,4,tmax,19,
MX17004,2010,4,tmin,19,
MX17004,2010,5,tmax,19,
MX17004,2010,5,tmin,19,
MX17004,2010,6,tmax,19,
MX17004,2010,6,tmin,19,
MX17004,2010,7,tmax,19,
MX17004,2010,7,tmin,19,
MX17004,2010,8,tmax,19,
MX17004,2010,8,tmin,19,
MX17004,2010,10,tmax,19,
MX17004,2010,10,tmin,19,
MX17004,2010,11,tmax,19,
MX17004,2010,11,tmin,19,
MX17004,2010,12,tmax,19,
MX17004,2010,12,tmin,19,
MX17004,2010,1,tmax,20,
MX17004,2010,1,tmin,20,
MX17004,2010,2,tmax,20,
MX17004,2010,2,tmin,20,
MX17004,2010,3,tmax,20,
MX17004,2010,3,tmin,20,
MX17004,2010,4,tmax,20,
MX17004,2010,4,tmin,20,
MX17004,2010,5,tmax,20,
MX17004,2010,5,tmin,20,
MX17004,2010,6,tmax,20,
MX17004,2010,6,tmin,20,
MX17004,2010,7,tmax,20,
MX17004,2010,7,tmin,20,
MX17004,2010,8,tmax,20,
MX17004,2010,8,tmin,20,
MX17004,2010,10,tmax,20,
MX17004,2010,10,tmin,20,
MX17004,2010,11,tmax,20,
MX17004,2010,11,tmin,20,
MX17004,2010,12,tmax,20,
MX17004,2010,12,tmin,20,
MX17004,2010,1,tmax,21,
MX17004,2010,1,tmin,21,
MX17004,2010,2,tmax,21,
MX17004,2010,2,tmin,21,
MX17004,2010,3,tmax,21,
MX17004,2010,3,tmin,21,
MX17004,2010,4,tmax,21,
MX17004,2010,4,tmin,21,
MX17004,2010,5,tmax,21,
MX17004,2010,5,tmin,21,
MX17004,2010,6,tmax,21,
MX17004,2010,6,tmin,21,
MX17004,2010,7,tmax,21,
MX17004,2010,7,tmin,21,
MX17004,2010,8,tmax,21,
MX17004,2010,8,tmin,21,
MX17004,2010,10,tmax,21,
MX17004,2010,10,tmin,21,
MX17004,2010,11,tmax,21,
MX17004,2010,11,tmin,21,
MX17004,2010,12,tmax,21,
MX17004,2010,12,tmin,21,
MX17004,2010,1,tmax,22,
MX17004,2010,1,tmin,22,
MX17004,2010,2,tmax,22,
MX17004,2010,2,tmin,22,
MX17004,2010,3,tmax,22,
MX17004,2010,3,tmin,22,
MX17004,2010,4,tmax,22,
MX17004,2010,4,tmin,22,
MX17004,2010,5,tmax,22,
MX17004,2010,5,tmin,22,
MX17004,2010,6,tmax,22,
MX17004,2010,6,tmin,22,
MX17004,2010,7,tmax,22,
MX17004,2010,7,tmin,22,
MX17004,2010,8,tmax,22,
MX17004,2010,8,tmin,22,
MX17004,2010,10,tmax,22,
MX17004,2010,10,tmin,22,
MX17004,2010,11,tmax,22,
MX17004,2010,11,tmin,22,
MX17004,2010,12,tmax,22,
MX17004,2010,12,tmin,22,
MX17004,2010,1,tmax,23,
MX17004,2010,1,tmin,23,
MX17004,2010,2,tmax,23,29.9
MX17004,2010,2,tmin,23,10.7
MX17004,2010,3,tmax,23,
MX17004,2010,3,tmin,23,
MX17004,2010,4,tmax,23,
MX17004,2010,4,tmin,23,
MX17004,2010,5,tmax,23,
MX17004,2010,5,tmin,23,
MX17004,2010,6,tmax,23,
MX17004,2010,6,tmin,23,
MX17004,2010,7,tmax,23,
MX17004,2010,7,tmin,23,
MX17004,2010,8,tmax,23,26.4
MX17004,2010,8,tmin,23,15.0
MX17004,2010,10,tmax,23,
MX17004,2010,10,tmin,23,
MX17004,2010,11,tmax,23,
MX17004,2010,11,tmin,23,
MX17004,2010,12,tmax,23,
MX17004,2010,12,tmin,23,
MX17004,2010,1,tmax,24,
MX17004,2010,1,tmin,24,
MX17004,2010,2,tmax,24,
MX17004,2010,2,tmin,24,
MX17004,2010,3,tmax,24,
MX17004,2010,3,tmin,24,
MX17004,2010,4,tmax,24,
MX17004,2010,4,tmin,24,
MX17004,2010,5,tmax,24,
MX17004,2010,5,tmin,24,
MX17004,2010,6,tmax,24,
MX17004,2010,6,tmin,24,
MX17004,2010,7,tmax,24,
MX17004,2010,7,tmin,24,
MX17004,2010,8,tmax,24,
MX17004,2010,8,tmin,24,
MX17004,2010,10,tmax,24,
MX17004,2010,10,tmin,24,
MX17004,2010,11,tmax,24,
MX17004,2010,11,tmin,24,
MX17004,2010,12,tmax,24,
MX17004,2010,12,tmin,24,
MX17004,2010,1,tmax,25,
MX17004,2010,1,tmin,25,
MX17004,2010,2,tmax,25,
MX17004,2010,2,tmin,25,
MX17004,2010,3,tmax,25,
MX17004,2010,3,tmin,25,
MX17004,2010,4,tmax,25,
MX17004,2010,4,tmin,25,
MX17004,2010,5,tmax,25,
MX17004,2010,5,tmin,25,
MX17004,2010,6,tmax,25,
MX17004,2010,6,tmin,25,
MX17004,2010,7,tmax,25,
MX17004,2010,7,tmin,25,
MX17004,2010,8,tmax,25,29.7
MX17004,2010,8,tmin,25,15.6
MX17004,2010,10,tmax,25,
MX17004,2010,10,tmin,25,
MX17004,2010,11,tmax,25,
MX17004,2010,11,tmin,25,
MX17004,2010,12,tmax,25,
MX17004,2010,12,tmin,25,
MX17004,2010,1,tmax,26,
MX17004,2010,1,tmin,26,
MX17004,2010,2,tmax,26,
MX17004,2010,2,tmin,26,
MX17004,2010,3,tmax,26,
MX17004,2010,3,tmin,26,
MX17004,2010,4,tmax,26,
MX17004,2010,4,tmin,26,
MX17004,2010,5,tmax,26,
MX17004,2010,5,tmin,26,
MX17004,2010,6,tmax,26,
MX17004,2010,6,tmin,26,
MX17004,2010,7,tmax,26,
MX17004,2010,7,tmin,26,
MX17004,2010,8,tmax,26,
MX17004,2010,8,tmin,26,
MX17004,2010,10,tmax,26,
MX17004,2010,10,tmin,26,
MX17004,2010,11,tmax,26,28.1
MX17004,2010,11,tmin,26,12.1
MX17004,2010,12,tmax,26,
MX17004,2010,12,tmin,26,
MX17004,2010,1,tmax,27,
MX17004,2010,1,tmin,27,
MX17004,2010,2,tmax,27,
MX17004,2010,2,tmin,27,
MX17004,2010,3,tmax,27,
MX17004,2010,3,tmin,27,
MX17004,2010,4,tmax,27,36.3
MX17004,2010,4,tmin,27,16.7
MX17004,2010,5,tmax,27,33.2
MX17004,2010,5,tmin,27,18.2
MX17004,2010,6,tmax,27,
MX17004,2010,6,tmin,27,
MX17004,2010,7,tmax,27,
MX17004,2010,7,tmin,27,
MX17004,2010,8,tmax,27,
MX17004,2010,8,tmin,27,
MX17004,2010,10,tmax,27,
MX17004,2010,10,tmin,27,
MX17004,2010,11,tmax,27,27.7
MX17004,2010,11,tmin,27,14.2
MX17004,2010,12,tmax,27,
MX17004,2010,12,tmin,27,
MX17004,2010,1,tmax,28,
MX17004,2010,1,tmin,28,
MX17004,2010,2,tmax,28,
MX17004,2010,2,tmin,28,
MX17004,2010,3,tmax,28,
MX17004,2010,3,tmin,28,
MX17004,2010,4,tmax,28,
MX17004,2010,4,tmin,28,
MX17004,2010,5,tmax,28,
MX17004,2010,5,tmin,28,
MX17004,2010,6,tmax,28,
MX17004,2010,6,tmin,28,
MX17004,2010,7,tmax,28,
MX17004,2010,7,tmin,28,
MX17004,2010,8,tmax,28,
MX17004,2010,8,tmin,28,
MX17004,2010,10,tmax,28,31.2
MX17004,2010,10,tmin,28,15.0
MX17004,2010,11,tmax,28,
MX17004,2010,11,tmin,28,
MX17004,2010,12,tmax,28,
MX17004,2010,12,tmin,28,
MX17004,2010,1,tmax,29,
MX17004,2010,1,tmin,29,
MX17004,2010,2,tmax,29,
MX17004,2010,2,tmin,29,
MX17004,2010,3,tmax,29,
MX17004,2010,3,tmin,29,
MX17004,2010,4,tmax,29,
MX17004,2010,4,tmin,29,
MX17004,2010,5,tmax,29,
MX17004,2010,5,tmin,29,
MX17004,2010,6,tmax,29,30.1
MX17004,2010,6,tmin,29,18.0
MX17004,2010,7,tmax,29,
MX17004,2010,7,tmin,29,
MX17004,2010,8,tmax,29,28.0
MX17004,2010,8,tmin,29,15.3
MX17004,2010,10,tmax,29,
MX17004,2010,10,tmin,29,
MX17004,2010,11,tmax,29,
MX17004,2010,11,tmin,29,
MX17004,2010,12,tmax,29,
MX17004,2010,12,tmin,29,
MX17004,2010,1,tmax,30,27.8
MX17004,2010,1,tmin,30,14.5
MX17004,2010,2,tmax,30,
MX17004,2010,2,tmin,30,
MX17004,2010,3,tmax,30,
MX17004,2010,3,tmin,30,
MX17004,2010,4,tmax,30,
MX17004,2010,4,tmin,30,
MX17004,2010,5,tmax,30,
MX17004,2010,5,tmin,30,
MX17004,2010,6,tmax,30,
MX17004,2010,6,tmin,30,
MX17004,2010,7,tmax,30,
MX17004,2010,7,tmin,30,
MX17004,2010,8,tmax,30,
MX17004,2010,8,tmin,30,
MX17004,2010,10,tmax,30,
MX17004,2010,10,tmin,30,
MX17004,2010,11,tmax,30,
MX17004,2010,11,tmin,30,
MX17004,2010,12,tmax,30,
MX17004,2010,12,tmin,30,
MX17004,2010,1,tmax,31,
MX17004,2010,1,tmin,31,
MX17004,2010,2,tmax,31,
MX17004,2010,2,tmin,31,
MX17004,2010,3,tmax,31,
MX17004,2010,3,tmin,31,
MX17004,2010,4,tmax,31,
MX17004,2010,4,tmin,31,
MX17004,2010,5,tmax,31,
MX17004,2010,5,tmin,31,
MX17004,2010,6,tmax,31,
MX17004,2010,6,tmin,31,
MX17004,2010,7,tmax,31,
MX17004,2010,7,tmin,31,
MX17004,2010,8,tmax,31,25.4
MX17004,2010,8,tmin,31,15.4
MX17004,2010,10,tmax,31,
MX17004,2010,10,tmin,31,
MX17004,2010,11,tmax,31,
MX17004,2010,11,tmin,31,
MX17004,2010,12,tmax,31,
MX17004,2010,12,tmin,31,
